SKU,Description,SP,MRP,productname,Size,imgurl,Stock
280228-BL3736-020,"<div class=""more"" id=""hp_fix_desc"">
							<p>This is the lightest trail shoe that Columbia makes, designed for aggressive runners who have a craving for a minimalist style combined with serious speed.</p>

<p>Weighing in at a scant 5.1 ounces, this featherweight shoe offers a barefoot feel with the protection and cushioning required for gobbling up single track. An open breathable mesh upper enhances cooling airflow, while a tiny inner microsuede frame provides great lockdown on the foot.</p>

<p>A Techlite forefoot provides an agile, close-to-the ground ride, while a forefoot nylon rock guard provides essential protection from sticks and stones. As for traction, an Omni-Grip outsole with strategically placed lugs provides all the grip needed to handle the trail.</p>

<p>Features:</p>
<ul>
<li>Simple, lightweight mesh upper combined with a minimal internal frame to create a form-fitting feel</li>
<li>Techlite 5/10 forefoot to heel off-set</li>
<li>Forefoot nylon rock guard</li>
<li>Omni-Grip rubber with strategically placed traction lugs</li></ul><br><p>Material</p><ul><li>Textile </li></ul>						</div>",£29.99," ,
							, ,
															",COLUMBIA Ravenous Lite Ladies Trail Running Shoes,,"http://products.activinstinct.com/y2012/m03/280228/49374258-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
400951-599699-401,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Nike Air Pegasus+ 30 (1y-7y) Boys' Running Shoe features a lightweight mesh upper with no-sew overlays and a premium foam midsole for breathability and comfort from start to finish.</p>

<p>Benefits</p>
<ul>
<li>Engineered mesh upper with no-sew overlays for ventilation, support and comfort</li>
<li>Cushlon foam midsole with Nike Zoom unit in the heel for soft, responsive cushioning</li>
<li>Integrated crash pad and rubber blades for impact absorption and a soft, smooth transition</li>
<li>Rubber Waffle outsole with lateral blades for traction, durability and a smooth transition</li>
<li>Deep flex grooves for natural range of motion and flexibility</li>
</ul><br>
<p>Product Details</p>
<ul>
<li>Sidewall cuts for superior shock absorption</li>
<li>Nike+ ready</li></ul><br><p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>						</div>",£30.00," ,
							, ,
															",NIKE Air Pegasus+ 30 Junior Running Shoes,"UK3,UK4","http://products.activinstinct.com/y2014/m01/400951/42185765-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
420397-580463-401,"<div class=""more"" id=""hp_fix_desc"">
							<p>A great, versatile running shoe that offers an excellent fit and fantastic stability.</p>

<p>The upper has a durable mesh combined with a dynamic lace webbing to deliver a supportive fit. There is a phylon midsole that provides a smooth and cushioned ride,</p>

<p>The non-marking rubber outsole provides both durability and traction to young players on the road, ensuring performance in the short and long term.</p><p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>						</div>",£29.99," ,
							, ,
															",NIKE Dart 10 GS/PS Girl's Running Shoe,"UK2,UK3,UK4,UK5,UK5.5","http://products.activinstinct.com/y2014/m04/420397/13690984-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
363205-C327N-3001,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Asics Gel Cumulus 15 running shoe is designed to provide runners with the optimal blend of cushioning and stability.</p>

<p>The Impact Guidance System (IGS) is an ASICS design philosophy. It aims to make shoe components from rear to midfoot and forefoot to work together effectively to allow the body to perform in a natural manner. ASICS designers strive to compliment, not correct, how the legs and feet move.</p>

<p>The Trusstic in the mid foot area provides stability whilst working in combination with the contoured midsole to help control torsion.</p>

<p>An anatomically correct lacing environment reduces potential for irritation and provides improved comfort and fit.</p>

<p>With rearfoot and forefoot GEL cushioning systems employed it attenuates shock during impact and toe-off phases allowing movement in multiple planes as the foot transitions through the gait cycle.</p>

<p>The durability comes thanks to the AHAR (ASICS High Abrasion Rubber) material placed in the critical areas of the sole.</p>

<p>This shoe also includes a removable sockliner that can be placed in the shoe for added comfort or removed to accommodate a medical orthotic.</p><p>Material</p><ul><li>Rubber </li><li>Synthetic </li></ul>						</div>",£29.99," ,
							, ,
															",ASICS Junior Gel-Cumulus 15 GS Running Shoes,"J13,UK1,UK4,UK5,UK5.5","http://products.activinstinct.com/y2013/m06/363205/16226776-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
432120-C439N-2193,"<div class=""more"" id=""hp_fix_desc"">
							<p>A supportive and responsible natural running shoe for children.</p>

<p>With rearfoot GEL cushioning systems employed it attenuates shock during impact and toe-off phases allowing movement in multiple planes as the foot transitions through the gait cycle.</p>

<p>The cushioned sockliner can also be removed to accommodate a medical orthotic, meaning this shoe can cater for, and enhance the performance of young runners regardless of age, style and ability.</p><p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>						</div>",£31.49," ,
							, ,
															",ASICS Gel-Xalion 2 GS Junior Running Shoe,"UK3,UK4,UK5,UK5.5","http://products.activinstinct.com/y2014/m06/432120/60224141-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
432129-C439N-4390,"<div class=""more"" id=""hp_fix_desc"">
							<p>A supportive and responsible natural running shoe for children.</p>

<p>With rearfoot GEL cushioning systems employed it attenuates shock during impact and toe-off phases allowing movement in multiple planes as the foot transitions through the gait cycle.</p>

<p>The cushioned sockliner can also be removed to accommodate a medical orthotic, meaning this shoe can cater for, and enhance the performance of young runners regardless of age, style and ability.</p><p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>						</div>",£31.49," ,
							, ,
															",ASICS Gel-Xalion 2 GS Junior Running Shoe,"UK3,UK4,UK5,UK5.5","http://products.activinstinct.com/y2014/m06/432129/15191590-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
432955-K1GC142016,"<div class=""more"" id=""hp_fix_desc"">
							<p>Mizuno's entry level performance shoe designed with VS-1 cushioning in the heel, ideal for the runner just starting out on the roads. The Crusader 8, with its super durable X10 provides the most durable carbon rubber from Mizuno that allows for longer wear in high impact areas and provides more traction at heel strike.</p><p>Material</p><ul><li>Rubber </li></ul>						</div>",£31.49," ,
							, ,
															",MIZUNO Crusader 8 Junior Running Shoes ,"UK3.5,UK4.5","http://products.activinstinct.com/y2014/m06/432955/64460318-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
431547-C443Y-0100,"<div class=""more"" id=""hp_fix_desc"">
							<p>A shoe designed to deliver structured cushioning to young runners.</p>

<p>The Guidance Trusstic integrates Guidance Line construction for enhanced gait efficiency while providing midfoot structural integrity.</p>

<p>With rearfoot GEL cushioning systems employed it attenuates shock during impact and toe-off phases allowing movement in multiple planes as the foot transitions through the gait cycle.</p><p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>						</div>",£31.49," ,
							, ,
															",ASICS Gel-Galaxy 7 Synth GS Junior Running Shoe,"UK3,UK4,UK5,UK5.5","http://products.activinstinct.com/y2014/m06/431547/80845815-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
432160-C404N-4990,"<div class=""more"" id=""hp_fix_desc"">
							<p>A supportive and responsible natural running shoe for children, designed for rugged environments.</p>

<p>With rearfoot GEL cushioning systems employed it attenuates shock during impact and toe-off phases allowing movement in multiple planes as the foot transitions through the gait cycle.</p>

<p>The cushioned sockliner can also be removed to accommodate a medical orthotic, meaning this shoe can cater for, and enhance the performance of young runners regardless of age, style and ability.</p><p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>						</div>",£31.49," ,
							, ,
															",ASICS Gel-Venture 4 GS Junior Trail Running Shoe,"UK1,UK2,UK3,UK4,UK5,UK5.5","http://products.activinstinct.com/y2014/m06/432160/14959017-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
431506-C349N-0140,"<div class=""more"" id=""hp_fix_desc"">
							<p>A shoe designed to deliver structured cushioning to runners.</p>

<p>With Guidance Line technology a vertical flex groove decouples the tooling along the line of progression for enhanced gait efficiency.</p>

<p>The Guidance Trusstic integrates Guidance Line construction for enhanced gait efficiency while providing midfoot structural integrity.</p>

<p>With rearfoot and forefoot GEL cushioning systems employed it attenuates shock during impact and toe-off phases allowing movement in multiple planes as the foot transitions through the gait cycle.</p>

<p>DuoMax is an ASICS proprietary system consisting of two or more different density midsole materials, designed to help correct the degree and velocity of pronation.</p><p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>						</div>",£31.49," ,
							, ,
															",ASICS GT-1000 2 GS Junior Running Shoes,"J13,UK1,UK2,UK3,UK4,UK5,UK5.5","http://products.activinstinct.com/y2014/m06/431506/47762360-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
432946-K1GC142012,"<div class=""more"" id=""hp_fix_desc"">
							<p>Mizuno's entry level performance shoe designed with VS-1 cushioning in the heel, ideal for the runner just starting out on the roads. The Crusader 8, with its super durable X10 provides the most durable carbon rubber from Mizuno that allows for longer wear in high impact areas and provides more traction at heel strike.</p><p>Material</p><ul><li>Rubber </li></ul>						</div>",£31.49," ,
							, ,
															",MIZUNO Crusader 8 Junior Running Shoes ,"UK3.5,UK4.5","http://products.activinstinct.com/y2014/m06/432946/15723831-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
431514-C349N-2493,"<div class=""more"" id=""hp_fix_desc"">
							<p>A shoe designed to deliver structured cushioning to runners.</p>

<p>With Guidance Line technology a vertical flex groove decouples the tooling along the line of progression for enhanced gait efficiency.</p>

<p>The Guidance Trusstic integrates Guidance Line construction for enhanced gait efficiency while providing midfoot structural integrity.</p>

<p>With rearfoot and forefoot GEL cushioning systems employed it attenuates shock during impact and toe-off phases allowing movement in multiple planes as the foot transitions through the gait cycle.</p>

<p>DuoMax is an ASICS proprietary system consisting of two or more different density midsole materials, designed to help correct the degree and velocity of pronation.</p><p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>						</div>",£31.49," ,
							, ,
															",ASICS GT-1000 2 GS Junior Running Shoes,"J13,UK1,UK2,UK3,UK4,UK5,UK5.5","http://products.activinstinct.com/y2014/m06/431514/41727105-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
